,0
0,0.8350364130419411
1,0.21201676829595853
2,0.1361778579908689
3,0.2352386024045321
4,1.5544456608223818
5,0.186436746203758
6,0.7770585808228767
7,0.8281231267189834
8,2.68588276959054
9,0.2235177233608725
10,0.12292688858161613
11,0.11362731098185465
12,0.2393778000676696
13,0.16409802960820197
14,2.5893688091151676
15,0.17529064625404886
16,0.04102968805646231
17,0.1711633551011243
18,1.5996444923590276
19,0.1610311643373361
20,0.5319762095793853
21,0.38462470303709617
22,0.08827994742591577
23,0.1286894369312577
24,0.0729654029006036
25,0.2165603059131792
26,0.06202575407115463
27,0.27196491556591007
28,0.24673630053955947
29,0.22814365683650867
30,1.8953231959547874
31,0.17848989357437037
32,0.13349469608820094
33,0.21584783646321726
34,0.19473811794762444
35,0.15206779340970838
36,2.9655115563382917
37,0.17690880299703232
38,0.2232322151734243
39,0.2185407579063126
40,0.07314005098531176
41,0.14635602541295906
42,0.10422093844845778
43,0.07488316504917293
44,0.17482283444871471
45,0.38758775786758903
46,0.08815402856313279
47,0.17064730176556298
48,0.1196997870283295
49,0.2532048228088057
50,0.2146880829438868
51,0.1450303972815279
52,0.23298392145284463
53,2.955789511683357
54,0.5444960953622136
55,0.1249777198450692
56,0.23350245843448808
57,0.1991074638266984
58,0.08360923195828458
59,0.2812411053469278
60,0.30907304183532186
61,0.22009669866357262
62,0.10326056577997894
63,0.20022399492695933
64,0.07216320944265814
65,0.135050181144343
66,0.19942081672594494
67,0.41352390258455735
68,2.3623455103063913
69,0.06210474757649259
70,0.08279064900086817
71,0.18866778893690325
72,0.14868547013095643
73,0.5138086226071943
74,0.08995725464651283
75,1.3126565641875663
76,0.18121318339489115
77,0.23571756221380225
78,1.7159131559596026
79,0.13941686203800102
80,0.1773326562240362
81,0.13863128505294917
82,0.21192600228738326
83,0.04331604890828097
84,0.24904090755859523
85,0.17632187614737227
86,0.23454501243981107
87,0.20879235816755792
88,0.2050519452272597
89,0.1791251447283515
90,0.9489324351129886
91,2.25910385736443
92,0.16011044531169139
93,1.852169546003384
94,0.06453569184094689
95,0.21687114740572042
96,0.23689532028301286
97,0.13841731296484588
98,0.1308651294716927
99,0.23732600601832127
100,0.2310116653154083
101,0.8089786674839312
102,1.0174091203666797
103,0.16412413806552956
104,0.2758318595855326
105,0.05899581178599137
106,0.24802987037040863
107,0.1988230786128895
108,0.15350544694469453
109,0.20988196515318197
110,0.11046763339877598
111,0.0797273638622392
112,0.11720542965385031
113,0.1489906696680803
114,0.2566930026506438
115,0.11225322416394107
116,0.6776842916023988
117,0.1305852325718058
118,0.0614236806529974
119,0.20616347997724985
120,0.2291645268821367
121,1.0190280666175566
122,0.24431705024221115
123,0.2335246039630453
124,0.09465719192299196
125,0.8094252332289655
126,0.8978208973985596
127,0.06700373495602645
128,0.07330799936321399
129,0.08504109335240362
130,0.08044318226185611
131,0.06805911377232449
132,0.09922527624085498
133,0.06531052773666281
134,0.05139720618444259
135,0.12194739239857334
136,0.1448722278952996
137,0.5551154723512701
138,0.11633860356790293
139,0.061224953335345444
140,0.05734085086089957
141,0.025
142,0.06572091119688395
143,0.2332533128313474
144,0.11544724969107817
145,0.24371355716099247
146,0.26350193852940085
147,0.05644976302820683
148,0.188680334884565
149,0.132240262462575
150,0.21555704727543004
151,0.12057296991032335
152,0.2554117379915928
153,0.24529805675336902
154,0.29681154059424053
155,0.10564941784194865
156,0.09340325549211795
157,0.2611669581053306
158,0.13083068096534883
159,0.23208906762286258
160,0.15358719384744512
161,0.08736052582825571
162,0.08205165517726933
163,1.1559545989072941
164,0.8451211567267483
165,0.5292516746360122
166,0.45420906748800244
167,0.19921690184145585
168,0.06266431075295958
169,0.1943704236958841
170,0.21451763737147406
171,0.2399509184908073
