,0
0,0.0877456415651892
1,0.09495518423432883
2,0.08794001309891272
3,0.0725364528779253
4,0.033709776701593495
5,0.10295379565641845
6,0.11758896827365799
7,0.07266291594338727
8,0.08928100840126527
9,0.06147045451774494
10,0.5977891843020535
11,0.08416286132257964
12,0.1422057997823068
13,0.037964755034365416
14,0.6781975796070105
15,0.22178126551995106
16,0.031231781202911577
17,0.031045326833461232
18,0.028712454803368495
19,0.06793846237206937
20,0.1003125858281999
21,0.15440017376703072
22,0.06722752755005221
23,0.09393566408654225
24,0.0768612983836341
25,0.09601249900731454
26,0.07592240356093678
27,0.07947450279308262
28,0.0942847480881874
29,0.1099101982452361
30,0.053570380105765814
31,0.027375120383590898
32,0.03324483606266322
33,0.2895952900485938
34,0.07326331697680602
35,1.1436696108297
36,0.703608214693258
37,0.025
38,0.10393822637336302
39,0.16369339005236647
40,0.09204326218345876
41,0.4943932531961185
42,0.21641271749038987
43,0.04082237238577477
44,0.5645506031344726
45,0.06279138081145152
46,0.07530644599824662
47,0.04122397573663679
48,0.03437337901015777
49,0.07470414545673301
50,0.025
51,0.025
52,0.06207814149343499
53,0.03516652789585786
54,0.025
55,0.041370532250258954
56,1.6330250257539316
57,0.5276688317054524
58,0.05604719494892916
59,0.045024659617568984
60,0.048627330232436324
61,0.36804537191583475
62,0.24313407545537394
63,0.12741880963706761
64,0.21002580818546804
65,0.03721939573558167
66,0.05627376527091798
67,0.07678748250697467
68,0.0754535030814763
69,0.1564608406461217
70,0.05999137382217776
71,0.025
72,0.07092696654280276
73,0.08864296504019244
74,0.06507283427983868
75,0.09884783361481475
76,0.08977266253525494
77,0.09580795575622447
78,0.12758126818617826
79,0.07452890053470222
80,0.030847657796077444
81,0.046884179386096424
82,0.0420331477390101
83,0.05856475118025502
84,1.011150672480094
85,0.7240280906597143
86,0.03825485138644903
87,0.15201649227423458
88,0.19493152079897544
89,0.1112636622928736
90,0.0356060022368558
91,0.06985399292056664
92,0.34421155529436626
93,1.4339926353572032
94,0.031125584564663977
95,0.10678634527543394
96,0.04510160745628576
97,0.05226755536125391
98,0.05576015013605424
99,0.12727654525055082
100,0.05020615159423188
101,0.09609594824165667
102,0.11814568932523703
103,0.07778805311305956
104,0.0569756982988623
105,0.04265203307268162
106,0.3728183214281298
107,0.02748372143986877
108,0.06548405944973139
109,0.43612096170367537
110,0.10197252549896223
111,0.14038843534105283
112,0.13293614629401287
113,0.14930282159115027
114,0.03688068524006674
115,0.0774986007682768
116,0.06775053792537798
117,1.0439244438408772
118,0.13117237063082418
119,0.08068107328319124
120,0.042393247125758225
121,0.1215758308715683
122,0.05964363366101138
123,0.1369438342644011
124,0.025
125,0.6711701739487135
126,0.07452540332330101
127,0.08574626459166042
128,0.11248842191417496
129,0.09658633659122373
130,0.07511505001569034
131,0.07559126060449572
132,0.11350354328285656
133,0.17822922449702233
134,0.14442728195013851
135,0.1337782327229526
136,0.12588244494580778
137,0.06446431359823207
138,0.27936820537275614
139,0.0746515011991748
140,0.06412325764182225
141,0.045577102635484486
142,0.055072789529668605
143,0.07643188917911138
144,0.0755162936801883
145,0.06094523577576475
146,0.06263849214793742
147,0.09592722482443025
148,0.11124346172877528
149,0.09307076095862077
150,0.3188594607164524
151,0.15655638314358966
152,0.10528132900492339
153,0.06921384055980896
154,1.5662661000414513
155,0.2508308343627715
156,0.08207759168032853
157,0.08357375638172734
158,0.14628350459725092
159,0.23584528735813304
160,0.15815011184938663
161,0.11562687824301658
162,0.07256159151041373
163,0.06370055643886974
164,0.10624451418197835
165,0.19302921156273584
166,0.025
167,0.05157399178531144
168,0.04178919694377677
169,0.05392885974625393
170,0.06892628571462069
171,0.07367014143189418
172,0.10498844014877598
173,0.06273721379544615
174,0.053773168703162996
175,0.12916841245181337
176,0.11275279701049909
177,0.10774298026834067
178,0.40324607401038803
179,0.06680129985706129
180,0.05452512980411744
181,0.47934147175177005
182,0.05558573674107748
183,0.06774145566411713
184,0.0839053952961276
185,0.025
186,0.025
187,0.07890286776571262
188,0.08522733493860826
189,0.14591528994830258
190,0.0853507446722575
191,0.06668566003007281
192,0.039712864006737465
193,0.09032187279897419
194,0.0677737365126616
195,0.09722446001367442
196,0.10567012862880705
197,0.07490803510393235
198,0.10535758875458842
199,0.10725996516571731
200,0.03424351196756685
201,0.41392994863757865
202,0.09195067636948027
203,0.19001218940169626
204,0.045769902017229955
205,0.07382867283307097
206,0.03389943956171996
207,0.0955855289141247
208,0.3344393628379628
209,0.37802131901128
210,0.042968291684336885
211,0.10979951361289758
212,0.9220151377530631
213,0.8042984623309176
214,0.1199888595824749
215,0.076218376833054
216,0.05337589887528694
217,0.030390926969532512
218,0.12366669618502901
219,0.11586835863678303
220,0.06786477018848525
221,0.06771184519978919
222,0.1031274131870523
223,0.043667418005127204
224,0.43333671216115394
225,0.1740886108347307
226,0.09175624026293881
227,0.0832986984021165
228,0.03582378882135635
229,1.0257660995939895
230,0.05672289899455865
231,0.29608736801938834
232,0.2853351010545018
233,0.05802697594994732
234,0.05867138007874517
235,0.08835114882012343
236,0.8891964969713846
237,0.9338983040255119
238,0.06560625314979521
239,0.0927975874588623
240,0.03913627719866532
241,0.025
242,0.05656027777894936
243,0.025
244,0.06682166101171544
245,0.03487244999841037
246,0.06717346229320954
247,0.09348352399763359
248,0.05754895372095466
249,0.5957071261063622
250,0.1327572060003187
251,0.147632371360375
252,0.07786892241420831
253,0.2989419122465006
254,0.10403746459167099
255,0.5305110108951256
256,0.19357609881014884
257,0.08801500013373845
258,0.032251673301929865
259,0.08367205938291092
260,1.5686965180548271
261,0.2274791901857916
262,0.07205905113717413
263,0.029469295532478203
264,0.09026024319231696
265,0.025
266,0.09732332968565997
267,0.05857137593537491
268,0.09832208298177741
269,0.07104352560762264
270,0.11351222939791569
271,0.07559748818262224
272,0.06394765100706479
273,1.1279320209958117
274,0.19229029476418846
275,0.21972592979505778
276,0.06283784468893666
277,0.1128374125400115
278,0.12552311317170495
279,0.4161162278959913
280,0.05882805424721568
281,0.04581467850265091
282,0.04331681996394412
283,0.08833066053390182
284,0.10317330841846103
285,0.07016237412346027
286,0.08935683029793719
287,0.08654624252632387
288,0.04017075065863917
289,0.0836198236815343
290,0.095367490375834
291,0.07750783300786007
292,0.08281267771882718
293,0.14013566890575438
294,0.15835055129237227
295,0.2448793638422956
296,0.6903463654201489
297,0.11617401668884107
298,0.2738771038787669
299,0.06024395705542852
300,0.8555614078247543
301,0.8592284951274425
302,0.10769133419519812
303,0.05709562906002351
304,0.0925947673726812
305,0.1227802490650032
306,0.0688388312182868
307,0.1267331959444714
308,0.0922275060485405
309,0.17852508906975922
310,0.08888431884986689
311,0.025
312,0.0825443452496835
313,0.10345781262462196
314,0.0687668776645953
315,0.06992704812785774
316,0.025
317,0.14321488509793234
318,0.4365117696857404
319,0.4308838510020792
320,0.14791272271259528
321,0.0821766658134167
322,0.1275451503885573
323,0.09595934272695786
324,0.08859418298378832
325,0.11618068926118537
326,0.11256743456663543
327,0.10312700849538299
328,0.07634025084764019
329,0.3542432829455978
330,0.3083848691283886
331,0.12280173455075788
332,0.07435291347062412
333,0.11946762705591009
334,0.18113645755668695
335,0.11638637080156505
336,0.045195896257956586
337,0.09982714929042028
338,0.11633953242554575
339,0.11909348302965928
340,0.09272981653700921
341,0.07536746525835558
342,0.1091437950844103
343,0.07643399905624304
344,0.053786303524751014
345,0.6980961404762209
346,0.0644039251113538
347,0.11026911400664326
348,0.07170370538543007
349,0.03621395747179946
350,0.15400460239974442
351,0.04778545767143266
352,0.14424258827538913
353,0.10696695468477191
354,0.043135372459034704
