,0
0,0.019056519970879062
1,0.09741633046995157
2,0.09070857847801406
3,0.050735601275308025
4,0.10696322504270069
5,0.1419319155450652
6,0.15492647923180902
7,0.13523169038913374
8,0.13950598650115326
9,0.4123458057682232
10,0.47996342677958825
11,1.1347394946576028
12,0.42657316575589527
13,0.02208649028472559
14,0.2264586152686258
15,0.10144454548638725
16,0.12959619259945943
17,0.10652536387807847
18,0.16274668630177738
19,0.05565323895373409
20,0.8645912384225153
21,1.219157358408826
22,0.0918489504653465
23,0.0025798967442518224
24,0.08613398972766469
25,0.09028762249254588
26,0.08731806789000159
27,0.040562740182741176
28,0.05065753675441728
29,0.08105996541737587
30,0.11807025434310622
31,0.07416960373234319
32,0.03956091596795874
33,0.07803509219772321
34,0.09100953905456231
35,0.32141740123786616
36,0.21566190455361706
37,0.16532044868853685
38,0.11945623531012427
39,0.31990734102953294
40,0.3772391866505619
41,0.05312718662040822
42,0.018105402242173507
43,0.07826359971585976
44,0.12127439771114827
45,0.17376837201365833
46,0.10651468100130186
47,0.06372322348100073
48,0.05489242189898891
49,0.05209649517256015
50,0.04489841300631655
51,0.07522006704500996
52,0.07282182337393589
53,0.076542181255709
54,0.061408447857758314
55,0.08210052685200472
56,0.1479584897790866
57,0.09540745950180496
58,0.07506365120237463
59,0.22946217814517697
60,0.32779584719354177
61,0.1608261560959488
62,0.1732376602784535
63,0.14636737013764367
64,0.1512900224130868
65,0.10058464145258586
66,0.0860726688949936
67,0.09261297267920576
68,0.209074671389684
69,0.2548699464650783
70,0.07130876155219933
71,0.06919369709803791
72,0.058490311164451865
73,0.07997021600598463
74,0.09220368939134874
75,0.07636250705898333
76,0.07133052512839283
77,0.1410873658422592
78,0.12397161257528463
79,2.761801403132946
80,0.31451289924775244
81,0.23139221801653814
82,0.21679788053040625
83,0.23127939018735327
84,0.0
85,0.21131167240414644
86,0.12466890523721053
87,0.06391578461984743
88,0.04003044098866191
89,1.1199310100342217
90,0.04825142257233576
91,0.04754851729640279
92,0.35276721660080834
93,0.3718474299682944
94,0.05610187158649181
95,0.6549892733440664
96,0.05883760635191799
97,0.05813877420339803
98,0.07609307401654278
99,0.07433957465384607
100,0.0821221097376408
101,0.15586440879736163
102,0.11580749145483345
103,0.08096652587250343
104,0.02188736082434802
105,0.12568486360389958
106,0.0810848285764551
107,0.12462364330321955
108,0.13751685881080913
109,0.19084366313002793
110,0.17623625688170882
111,0.2322292277364155
112,0.29329140130927006
113,0.03532453239540168
114,0.0631699125873555
115,0.1270967873063088
116,0.20990678613225633
117,0.2465127481750769
118,0.09369946101036429
119,0.0474886997677877
120,0.0881510645616069
121,0.08186896499239991
122,0.06877790417727841
123,0.06873480540766815
124,0.04142883985419354
125,0.2715475319927247
126,0.4795062582036017
127,1.8673534024584049
128,0.16275723704209374
129,1.0917744621749133
130,0.1718109538258363
131,0.09287772108367214
132,0.06346483755889291
133,0.23972107236080448
134,0.0993053001962047
135,0.04605715292324348
136,0.012396593538395043
137,0.1563299101925868
138,0.17900044661165307
139,0.7763426004549161
