m_f_H2
[kg/s]
0.524806345
0.500522085
0.501085284
0.495031304
0.487245262
0.48080884
0.478326261
0.482876913
0.494568367
0.489821851
0.45640619
0.483878647
0.483096916
0.532444756
0.506655138
0.491005124
0.516548671
0.483071991
0.475579595
0.528091127
0.510136078
0.512777517
0.525533927
0.509076339
0.496967214
0.507133296
0.505187805
0.495881468
0.482262292
0.503344801
0.518871307
0.477751061
0.479856556
0.501480396
0.488751831
0.489031001
0.498362769
0.491425028
0.496676272
0.497819051
0.496561599
0.496877939
0.50501974
0.519535792
0.502336791
0.511925847
0.506239635
0.50210349
0.504855648
0.502714412
0.499582522
0.507174682
0.508834852
0.497265165
0.499969872
0.507178636
0.48701038
0.510723755
0.525433565
0.496806763
0.493124894
0.496429436
0.493060415
0.490005453
0.491782897
0.521673073
0.510743526
0.560325867
0.543856678
0.512856939
0.522702407
0.538297969
0.484112881
0.481787782
0.479150746
0.476552804
0.475548424
0.483029865
0.470997082
0.489625554
0.459303917
0.464464828
0.46719326
0.465669292
0.47024436
0.467661972
0.480584461
0.48733832
0.488152896
0.488645191
0.498957875
0.499900973
0.494052637
0.50558323
0.538367917
0.4766658
0.472175615
0.464733717
0.46972398
0.469280489
0.46837146
0.471004991
0.470364402
0.473424543
0.464298749
0.472948805
0.483251594
0.469728082
0.471319949
0.488308618
0.48081136
0.482400676
0.487188365
0.489920752
0.479149375
0.48786545
0.497035356
0.489945385
0.56255757
0.470676617
0.461169389
0.462391252
0.461265987
0.467259853
0.464463279
0.501720223
0.455536278
0.459980832
0.459579485
0.462277513
0.456712331
0.447785754
0.455510239
0.44796484
0.45659587
0.5116965
0.460566084
0.458531904
0.460640439
0.469106488
0.466429753
0.48087829
0.475457013
0.46246364
0.45892034
0.460560435
0.45510357
0.456649681
0.476175768
0.469957428
0.457697524
0.45579553
0.457586543
0.455583416
0.449664023
0.442377396
0.430320888
0.434843494
0.43705111
0.466014279
0.46342486
0.468761516
0.474459328
0.489097962
0.481442534
0.485222797
0.493874696
0.484688973
0.488840935
0.482020116
0.480553089
0.479078154
0.475681453
0.474558446
0.46854377
0.468505456
0.46514039
0.467177277
0.469843705
0.465565207
0.464428625
0.489293564
0.483412012
0.504733328
0.50903529
0.486848289
0.47754168
0.478043869
0.472925079
0.525437781
0.523081048
0.481411162
0.479588252
0.485102059
0.489277132
0.483263166
0.485596173
0.492409346
0.486992024
0.477250015
0.471555895
0.468689064
0.462010336
0.4850043
0.500303293
0.463163713
0.451850155
0.503888085
0.488684609
0.401066338
0.477227565
0.462675925
0.505037805
0.475981976
0.46999498
0.494973977
0.527070886
0.471438543
0.483570182
0.499778653
0.438400784
0.438729954
0.454365058
0.464464213
0.437591578
0.461144355
0.42450032
0.448898043
0.428651019
0.43294884
0.434161828
0.437000718
0.44723233
0.465845008
0.478971423
0.461497592
0.526562032
0.445321674
0.477699073
0.430493237
0.444946312
0.441597063
0.450565302
0.448634417
0.447610266
0.440941142
0.443906829
0.461404362
0.438222843
0.429035845
0.448519125
0.428869767
0.429169026
0.434546972
0.440132746
0.4372953
0.442522357
0.443335733
0.44079315
0.445320766
0.446095799
0.452335606
0.434454487
0.44958831
0.462886453
0.445270561
0.444819776
0.465813374
0.446890592
0.444159878
0.447770108
0.435419018
0.434396096
0.486320976
0.448332496
0.473398487
0.474794337
0.454270724
0.440078802
0.431814586
0.461016846
0.456813478
0.450012168
0.480321494
0.436166633
0.430794223
0.459268777
0.42862746
0.433767819
0.46172563
0.430776405
0.426262772
0.422559473
0.460076708
0.436237224
0.438074116
0.424409284
0.440299924
0.431810149
0.425068153
0.420500994
0.438221479
0.438394411
0.416970284
0.415981722
0.419572181
0.450581409
0.460589616
0.426634471
0.448620101
0.450300657
0.407393091
0.391430839
0.391561329
0.398366593
0.393493902
0.402273392
0.389491766
0.389503629
0.387627663
0.403393956
0.386110646
0.41666372
0.441118454
0.450652586
0.453962293
0.45223612
0.444706538
0.449918929
0.448696376
0.447399382
0.479013611
0.488213887
0.467127135
0.450807946
0.454909193
0.47580345
0.45436746
0.453471966
0.450644677
0.447433826
0.438698888
0.454236192
0.452207661
0.447272757
0.47501472
0.486497862
0.532376904
0.440658076
0.442172553
0.442065789
0.445652293
0.438636675
0.444817168
0.436311576
0.441435229
0.442196279
0.440068892
0.444112256
0.44176922
0.465386121
0.510754287
0.445116636
0.447872748
0.471710801
0.478176
0.450175266
0.450693272
0.466771253
0.471190841
0.470881961
0.474452648
0.451585836
0.457011067
0.493586297
0.534818991
0.490758747
0.50691212
0.485760837
0.509197414
0.480125768
0.488301171
0.561545767
0.49389248
0.470688941
0.472209622
0.472956975
0.473874361
0.474639113
0.472309445
0.473173184
0.470821095
0.504107971
0.477851061
0.487347906
0.478830003
0.471258229
0.473013916
0.473986662
0.474563982
0.488261504
0.520381877
0.48208892
0.480070671
0.48372809
0.485843614
0.486215313
0.518173562
0.484095835
0.507073982
0.54751211
0.492490708
0.461157231
0.460635532
0.458112721
0.463881971
0.465898639
0.466167266
0.511524481
0.449310593
0.469802728
0.452385025
0.449191977
0.451780025
0.454437281
0.516352927
0.506995203
0.466228854
0.485286371
0.483994239
0.534939888
0.444997426
0.457240076
0.455674193
0.483737989
0.449162004
0.466121659
0.491479649
0.483628132
0.473291722
0.447854032
0.463714618
0.445333551
0.44645533
0.454298575
0.458307431
0.460949931
0.493971872
0.4526559
0.455989333
0.462981647
0.463067429
0.4581088
0.466733019
0.511056207
0.432625354
0.430409245
0.426128374
0.42741746
0.428670957
0.425505975
0.426988819
0.441225701
0.439897073
0.440296452
0.443736649
0.458739074
0.439299981
0.441951701
0.441694675
0.442991669
0.447178957
0.44866971
0.463428938
0.433930233
0.429042803
0.440177971
0.448991995
0.462968573
0.463338014
0.478253445
0.461507196
0.462772556
0.457341675
0.450138727
0.445168212
0.454409294
0.455733968
0.498234247
0.445265396
0.45304736
0.459070893
0.458117627
0.452459095
0.456608164
0.467262899
0.458765216
0.46005627
0.479414093
0.472596966
0.465137481
0.466946343
0.471638268
0.464934754
0.461308707
0.462511091
0.46490312
0.458061349
0.454035627
0.457970106
0.461232624
0.447437827
0.484966999
0.465817181
0.456295347
0.458284335
0.45946112
0.453118241
0.461044526
0.458442629
0.464935508
0.449082919
0.448788337
0.446815166
0.518642154
0.497753815
0.491778943
0.49498584
0.520022164
0.494997703
0.498259959
0.502661301
0.490505675
0.47641299
0.476742774
0.508506649
0.513355175
0.489099805
0.50312553
0.51903585
0.496642933
0.494610448
0.484701098
0.503471922
0.541658115
0.477913232
0.521433708
0.509060859
0.524280768
0.521010603
0.519460537
0.524838317
0.496775005
0.493955624
0.496545658
0.498396247
0.497712162
0.499499483
0.498613564
0.520669922
0.496390827
0.513006586
0.467031136
0.484337307
0.516967516
0.464745704
0.463027591
0.467614521
0.47563374
0.473470766
0.484167012
0.506059708
0.509312088
0.516164803
0.510615004
0.474698551
0.477452695
0.511556115
0.477964761
0.492259375
0.530101548
0.471436295
0.461568473
0.487626981
0.487961105
0.488518678
0.538160332
0.447831704
0.450703408
0.454640717
0.4583933
0.458938986
0.464045248
0.481786643
0.468273202
0.507918512
0.468526274
0.50478964
0.490173824
0.485441787
0.488324435
0.483789372
0.479754331
0.481760102
0.479286454
0.47590557
0.473009915
0.515115825
0.464371713
0.439224235
0.438497268
0.443469871
0.456563899
0.468209934
0.480511605
